user_id,movie_id,rating,timestamp,title,release_date,genre_names,original_language_full,overview
1,316,3.0,964982310,Grill Point,2002-02-12,"['Comedy', 'Drama']",German,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.
1,333,5.0,964981179,Bollywood/Hollywood,2002-10-25,"['Comedy', 'Drama', 'Music', 'Romance']",English,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins...."
1,349,4.0,964982563,Cockles and Muscles,2005-03-30,['Comedy'],French,Crustacés et coquillages is a fresh French comedy film with numerous surprise turnarounds and about the tolerance of a family of four. The family spend an idealistic summer vacation together where each of the family members gets involved in a new or old relationship.
1,423,3.0,964982363,The Pianist,2002-09-17,"['Drama', 'War']",English,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city."
1,441,4.0,964980868,Human Nature,2001-09-12,"['Drama', 'Comedy']",English,"Obsessive scientist Nathan and his lover, the naturalist Lila, discover Puff: a man born and raised in the wild. As Nathan trains the wild man in the civilized ways of the world, Lila fights to preserve the man’s natural state. In the power struggle that ensues, an unusual love triangle emerges."
1,480,4.0,964982346,Monsoon Wedding,2001-08-30,"['Comedy', 'Drama', 'Romance']",Hindi,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality."
1,500,3.0,964981208,Reservoir Dogs,1992-09-02,"['Crime', 'Thriller']",English,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
1,527,5.0,964984002,Once Were Warriors,1994-09-02,['Drama'],English,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband."
1,552,4.0,964982653,Bread and Tulips,2000-03-03,"['Comedy', 'Romance']",Italian,An endearing light comedy about a woman who spontaneously becomes a resident of Venice after her family left her behind. While enjoying the wonderful people she meets she achieves a new life and the first time independent of her family.
1,553,5.0,964984153,Dogville,2003-05-21,"['Crime', 'Drama', 'Thriller']",English,"When beautiful young Grace arrives in the isolated township of Dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, Grace agrees to do odd jobs for the townspeople."
1,590,4.0,964982546,The Hours,2002-12-27,['Drama'],English,"The story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition."
1,608,5.0,964982931,Men in Black II,2002-07-03,"['Action', 'Comedy', 'Science Fiction']",English,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction."
1,673,3.0,964981775,Harry Potter and the Prisoner of Azkaban,2004-05-31,"['Adventure', 'Fantasy']",English,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all."
1,919,5.0,964982475,Blood: The Last Vampire,2000-11-18,"['Animation', 'Fantasy', 'Horror']",Japanese,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon."
1,943,4.0,964983614,Lethal Weapon 3,1992-05-15,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",English,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
1,954,5.0,964983219,Mission: Impossible,1996-05-22,"['Adventure', 'Action', 'Thriller']",English,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
1,1023,5.0,964982681,Adam's Apples,2005-04-15,"['Drama', 'Comedy', 'Crime']",Danish,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.
1,1024,5.0,964982876,Heavenly Creatures,1994-09-12,"['Drama', 'Fantasy']",English,"Precocious teenager Juliet moves to New Zealand with her family and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. This friendship gradually develops into an intense and obsessive bond."
1,1049,5.0,964982400,Sommersby,1993-02-05,"['Drama', 'Thriller', 'Mystery', 'Romance']",English,"Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart."
1,1073,5.0,964981680,Arlington Road,1999-03-19,"['Crime', 'Drama', 'Thriller', 'Mystery']",English,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.
1,1089,5.0,964982951,Point Break,1991-07-12,"['Action', 'Thriller', 'Crime']",English,"In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information."
1,1090,4.0,964984018,The Thirteenth Floor,1999-04-16,"['Thriller', 'Science Fiction', 'Mystery']",English,"In Los Angeles, a wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place."
1,1127,4.0,964982513,Princesses,2005-09-02,['Drama'],Spanish,"Caye is a young prostitute whose family is unaware of her profession. She meets her striking Dominican neighbour Zulema, an illegal immigrant, after she finds her in the bathroom, badly beaten up. They strike up a close friendship unbeknownst to Caye's xenophobic co-workers."
1,1213,5.0,964982951,The Talented Mr. Ripley,1999-12-25,"['Thriller', 'Crime', 'Drama']",English,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder."
1,1256,5.0,964981442,Dead in 3 days,2006-07-21,"['Horror', 'Thriller']",German,"When Nina and her high school friends receive eerie text messages declaring that they will all die within three days, they dismiss it as a hokey prank - until one by one, the pals start turning up dead in the alpine countryside. With the cops stymied, Nina and her remaining friends must scour their past for clues to identify the madman before he kills them all."
1,1265,4.0,964983599,Bridge to Terabithia,2007-02-15,"['Adventure', 'Drama', 'Family']",English,"Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen."
1,1278,5.0,964983414,The Dreamers,2003-10-10,"['Drama', 'Romance']",English,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible."
1,1282,5.0,964982703,Dogtown and Z-Boys,2002-05-10,['Documentary'],English,"This award-winning, thrilling story is about a group of discarded kids who revolutionized skateboarding and shaped the attitude and culture of modern day extreme sports. Featuring old skool skating footage, exclusive interviews and a blistering rock soundtrack, DOGTOWN AND Z-BOYS captures the rise of the Zephyr skateboarding team from Venice's Dogtown, a tough ""locals only"" beach with a legacy of outlaw surfing."
1,1408,3.0,964982310,Cutthroat Island,1995-12-22,"['Action', 'Adventure']",English,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
1,1552,4.0,964982620,Parenthood,1989-07-31,"['Comedy', 'Drama', 'Romance', 'Family']",English,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the 'black sheep' of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers."
1,1573,5.0,964982290,Die Hard 2,1990-07-03,"['Action', 'Thriller']",English,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead."
1,1587,5.0,964982346,What's Eating Gilbert Grape,1993-12-17,"['Romance', 'Drama']",English,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky."
1,1620,4.0,964983056,Hitman,2007-11-21,"['Action', 'Thriller', 'Drama']",English,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue."
1,1644,3.0,964983536,The Vanishing,1993-02-05,"['Thriller', 'Drama', 'Mystery', 'Horror']",English,The boyfriend of an abducted woman never gives up the search as the abductor looks on.
1,1777,4.0,964981230,Fahrenheit 9/11,2004-06-25,['Documentary'],English,Michael Moore's view on how the Bush administration allegedly used the tragic events on 9/11 to push forward its agenda for unjust wars in Afghanistan and Iraq.
1,1793,4.0,964981404,Max Dugan Returns,1983-03-25,"['Comedy', 'Drama', 'Family']",English,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.
1,1927,5.0,964981497,Hulk,2003-06-19,"['Science Fiction', 'Adventure', 'Action']",English,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry."
1,1954,5.0,964982176,The Butterfly Effect,2004-01-17,"['Science Fiction', 'Thriller']",English,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences."
1,1967,4.0,964981710,Ask the Dust,2006-02-02,"['Romance', 'Drama']",English,"Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm."
1,2005,5.0,964981710,Sister Act,1992-05-28,"['Music', 'Comedy']",English,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob."
1,2012,4.0,964984176,Silent Light,2007-10-02,"['Drama', 'Romance']",German,"Johan and his family are Mennonites from the north of Mexico. Against the law of God and Man, Johan falls in love with another woman."
1,2018,5.0,964980523,The Wedding Planner,2001-01-26,"['Comedy', 'Romance']",English,"San Francisco's premiere wedding planner, Mary Fiore is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client. As Mary continues making their wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction."
1,2028,4.0,964981888,Say Anything...,1989-04-14,"['Romance', 'Comedy', 'Drama']",English,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all."
1,2033,5.0,964982903,Infinity,1996-10-04,"['Drama', 'Romance']",English,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.
1,2046,4.0,964982563,The Gift,2000-03-16,"['Horror', 'Drama', 'Thriller', 'Mystery']",English,"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed."
1,2048,5.0,964982791,"I, Robot",2004-07-15,"['Action', 'Science Fiction']",English,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger."
1,2054,4.0,964981747,Mr. Holland's Opus,1995-12-29,"['Drama', 'Music']",English,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose."
1,2058,5.0,964982400,Addicted to Love,1997-05-23,"['Comedy', 'Romance']",English,"Good-natured astronomer Sam is devastated when the love of his life leaves him for a suave Frenchman. He therefore does what every other normal dumpee would do — go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, wait until she decides to leave her current lover, and then win her back."
1,2090,5.0,964982838,The Heist,2000-04-17,"['Action', 'Thriller']",English,Two brothers turn against each other when confronted with the possibility of getting millions of dollars found in a stolen armored car.
1,2093,3.0,964981710,Amsterdamned,1988-02-11,"['Action', 'Horror', 'Thriller']",Dutch,"A mysterious diver hiding in Amsterdam's canal system embarks on a rampage of gruesome murders, terrifying city officials and leaving few clues for the city's best detective, who doesn't suspect that both his new girlfriend and twelve-year-old daughter may be closer than he is to finding the killer."
1,2096,4.0,964982838,Tycus,1999-06-22,"['Action', 'Science Fiction']",English,An underground city is built to save a cross-section of humanity as a comet hurtles toward Earth.
1,2099,4.0,964982588,Raw Deal,1986-06-06,"['Action', 'Crime', 'Thriller']",English,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang."
1,2105,4.0,964981725,American Pie,1999-07-09,"['Comedy', 'Romance']",English,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom."
1,2115,5.0,964982529,Light of Day,1987-02-06,"['Music', 'Drama']",English,Cleveland siblings rise with a rock band while coping with personal problems.
1,2116,5.0,964982876,Out of Time,2003-10-03,"['Thriller', 'Crime', 'Drama']",English,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth."
1,2137,5.0,964982791,The Storm Riders,1998-07-18,"['Fantasy', 'Action', 'Adventure', 'Drama']",Mandarin,"Heeding a prophecy, a warlord trains two orphans after killing their parents. But the skills he teaches could lead to his downfall."
1,2141,5.0,964982838,James Dean,2001-08-04,"['Drama', 'TV Movie']",English,"The man behind the legend and a knowing look at the 1950's Hollywood are revealed in this dynamic bioepic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without A Cause and Giant."
1,2143,4.0,964981725,Carla's Song,1996-10-30,"['War', 'Drama', 'Romance']",English,A Glasgow man visits war-torn Nicaragua with a refugee tormented by her memories.
1,2193,4.0,964981710,My Tutor,1983-03-04,"['Comedy', 'Drama', 'Romance']",English,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor."
1,2253,2.0,964981775,Valkyrie,2008-12-25,"['Drama', 'Thriller', 'War']",English,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer."
1,2268,4.0,964982989,The Golden Compass,2007-12-04,"['Adventure', 'Fantasy']",English,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny."
1,2291,5.0,964983664,Jacob's Ladder,1990-11-02,"['Drama', 'Mystery', 'Horror']",English,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness."
1,2387,5.0,964983123,Tableau d'honneur,1992-08-26,['Comedy'],French,"Handsome Jules has problems with school and girls. His domineering dad doesn't make matters easier, although his mom is supportive of her only child. Contemplating an extramarital affair, Claude Jade attempts to discreetly shop for condoms, a cute twist on what is traditionally a teenage boy's awkward ordeal."
1,2395,5.0,964981093,Asterix at the Olympic Games,2008-01-25,"['Fantasy', 'Adventure', 'Comedy', 'Family']",French,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina. Brutus uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar in the process."
1,2470,5.0,964982588,Belle Époque,1992-12-04,"['Comedy', 'Drama', 'Romance']",Spanish,"In 1931, a young soldier deserts from the army and falls into a country farm, where he is welcomed by the owner due to his political ideas. Manolo has four daughters, Fernando likes all of them and they like him, so he has to decide which one to love."
1,2502,5.0,964981278,The Bourne Supremacy,2004-07-23,"['Action', 'Drama', 'Thriller']",English,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive."
1,2528,3.0,964982328,Madame Bovary,1991-03-03,"['Romance', 'Drama', 'History']",French,"Bored with the limited and tedious nature of provincial life in 19th-century France, the fierce and sensual Emma Bovary finds herself in calamitous debt and pursues scandalous sexual liaisons with absolute abandon. However, when her volatile lifestyle catches up to her, the lives of everyone around her are endangered."
1,2616,4.0,964983080,Uncle Buck,1989-08-16,"['Comedy', 'Drama', 'Family']",English,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path."
1,2617,2.0,964982588,The Great Outdoors,1988-06-17,['Comedy'],English,"It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family."
1,2640,4.0,964982377,Heathers,1988-10-01,"['Comedy', 'Crime']",English,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids."
1,2644,4.0,964983393,Aces Go Places,1982-01-16,"['Action', 'Comedy']",Cantonese,"King Kong, a clever thief who steals a cache of diamonds from some gangsters, frames another thief called White Glove for the crime. That's when the bald detective Albert Au, who has been chasing King Kong for quite some time, pairs with the volatile female Superintendent Ho to bring him to justice. King Kong ends up joining the good guys to defeat White Glove and another bad guy dubbed Mad Max, and recover the diamonds from the hiding place where they were left by King Kong's dead accomplice."
1,2648,4.0,964983414,Aces Go Places V: The Terracotta Hit,1989-01-28,"['Action', 'Comedy', 'Crime']",Cantonese,Two friends who own an investment firm turn to a policeman friend for help when they are framed for robbery by a gang of antiquities smugglers.
1,2654,5.0,964983393,In the Mouth of Madness,1995-02-03,"['Horror', 'Mystery']",English,An insurance investigator begins discovering the impact a horror writer's books has on his fans is more than inspirational.
1,2657,3.0,964983426,Pleasantville,1998-09-17,"['Fantasy', 'Comedy', 'Drama']",English,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life."
1,2700,5.0,964980985,Esther,1999-03-29,"['Adventure', 'Drama', 'TV Movie']",English,"Esther, the beautiful queen of Persia, intervenes to save the Jewish people from a bloody massacre."
1,2899,5.0,964982703,Asterix & Obelix: Mission Cleopatra,2002-01-30,"['Family', 'Fantasy', 'Comedy', 'Adventure']",French,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix."
1,2959,5.0,964983282,License to Wed,2007-07-04,['Comedy'],English,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy."
1,2997,4.0,964980896,The Lost World,1998-10-13,"['TV Movie', 'Adventure', 'Science Fiction']",English,A scientist discovers dinosaurs on a remote plateau in Mongolia.
1,3033,5.0,964983762,Gods and Monsters,1998-09-12,['Drama'],English,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever."
1,3147,5.0,964983873,The 'Frankenstein' Files: How Hollywood Made a Monster,2002-11-01,"['Documentary', 'Horror']",English,The history of Frankenstein's journey from novel to stage to screen to icon.
1,3176,1.0,964983504,Battle Royale,2000-12-16,"['Drama', 'Thriller', 'Action']",Japanese,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
1,3489,4.0,964981775,88 Minutes,2007-02-14,"['Thriller', 'Mystery']",English,"Famed forensic psychiatrist Dr. Jack Gramm enjoys a reputation as one of the most sought-after profilers around. His expert testimony has resulted in the conviction of many criminals, including serial killer Jon Forster. On the eve of Forster's execution, one of Gramm's students is murdered in a vicious copycat crime, and Gramm himself receives an ominous message informing him that he has less than 90 minutes to live."
1,3527,4.0,964982271,Don't Come Knocking,2005-08-25,"['Drama', 'Western']",English,"Howard Spence has seen better days. Once a big Western movie star, he now drowns his disgust for his selfish and failed life with alcohol, drugs and young women. If he were to die now, nobody would shed a tear over him, that's the sad truth. Until one day Howard learns that he might have a child somewhere out there..."
2,318,3.0,1445714835,The Million Dollar Hotel,2000-02-09,"['Drama', 'Thriller']",English,A federal agent searches for a potential killer among the bizarre residents of a dilapidated Los Angeles hotel.
